34.529041,5.918473,18.457826,20.017595,4.53109,4.5174,60.103468,91.127198,55.109527,74.320647,88.800876,56.295365,79.572285,85.467076,45.797899,0.000000
36.279659,5.531122,19.33981,20.527018,4.701317,5.177636,59.970012,90.227283,54.40049,74.969147,88.777234,55.879509,80.335478,85.550614,47.321089,0.000000
34.178014,5.532482,17.290005,21.722285,4.016165,3.715562,53.617209,99.053991,51.394009,67.316077,95.682647,54.061756,73.192232,90.428159,45.168882,0.000000
35.040677,6.065882,17.219408,21.019447,4.12185,3.14957,58.88883,94.128697,51.479983,72.758535,90.822175,54.624801,79.576891,84.407712,45.165117,0.000000
36.120314,4.934846,15.275323,21.538611,2.517691,2.607673,59.207609,90.196895,56.094213,75.628547,83.356593,61.190401,82.986479,77.42774,49.510122,0.000000
36.76795,5.671058,16.155696,20.936222,2.592874,2.824545,60.494324,91.823785,55.444451,79.382302,84.070817,59.012926,86.517128,77.26242,47.951039,0.000000
35.55096,7.489977,16.142588,24.116014,1.178285,4.440878,64.387,91.765519,54.006973,88.639251,87.512644,55.211125,95.413229,82.863633,47.539753,0.000000
36.128497,8.144882,19.236014,24.393753,1.857765,5.540873,65.398091,89.848883,53.657258,87.359182,86.149378,55.923353,95.44874,79.960279,49.665702,0.000000
37.398546,9.717382,20.220935,25.119798,1.973779,4.895913,67.125999,92.082063,51.905956,92.602735,85.339831,56.608276,102.28617,79.097356,49.894155,0.000000
40.970676,3.129246,24.130449,34.361194,2.817437,11.432365,48.487432,106.768955,57.022251,53.742817,103.160351,53.266747,55.546017,102.580853,42.33043,0.000000
36.664503,10.327041,29.794495,29.221278,5.974165,2.202974,43.427728,105.938431,44.05548,47.134517,103.280353,44.987143,50.401083,95.601103,40.300023,0.000000
34.592889,3.431901,15.240147,39.102092,7.180414,3.988188,54.346963,116.91742,38.506219,76.576855,91.628396,53.211539,104.552016,63.176545,32.799326,0.000000
26.346477,5.676897,3.801965,41.030588,9.705711,7.015613,56.61686,102.865345,47.340321,68.791093,91.554202,54.929107,82.190757,80.275335,54.601548,0.000000
40.570219,5.107458,26.35478,41.781118,7.688769,6.2896,58.269856,147.933962,24.77395,63.8717,139.838025,22.065292,52.828718,129.216065,16.208352,0.000000
17.027399,29.759154,11.641407,60.152863,21.243313,14.563665,75.574684,53.626155,32.956839,69.857955,69.226264,32.446932,57.150803,64.459939,28.232221,0.000000
22.611574,19.205576,15.805173,40.06547,8.075642,5.803917,45.536295,15.519917,25.006364,48.394659,30.571762,28.767593,46.622786,20.390464,20.218237,0.000000
40.672129,1.177066,27.254341,35.908975,4.441184,5.625759,57.344012,98.999488,50.500611,64.120901,98.042721,52.49436,64.519353,83.553511,42.627289,0.000000
49.28086,15.515586,15.07212,47.608021,3.670456,9.430991,52.52316,110.948186,46.906335,57.05434,110.639832,50.251484,57.765829,108.477297,32.520446,0.000000
44.542818,4.986623,16.341515,37.378044,3.159747,7.800191,50.566991,91.888411,51.950116,48.944501,98.134361,53.107476,52.495314,84.500617,43.307816,0.000000
41.210268,3.460981,28.788284,39.995529,2.708775,8.787061,52.176967,93.963217,49.723137,48.5768,105.381371,47.605835,50.100691,91.944665,39.729174,0.000000
37.810199,5.342024,24.761344,34.285068,2.852691,6.066038,40.959187,93.535009,39.407039,38.766984,105.285023,37.764749,45.734803,91.55223,33.903958,0.000000
38.59799,5.301441,23.872165,35.821364,2.764822,6.133172,42.574691,92.024976,41.001586,41.239633,100.627785,42.047709,47.871711,87.0434,37.293409,0.000000
38.029886,1.313289,20.566378,40.872348,3.573907,1.9301,48.714869,100.352466,35.60265,46.984099,106.845636,39.363155,52.290889,93.884694,32.396256,0.000000
36.720301,2.230821,22.787026,44.109337,4.360265,4.362747,51.44321,104.247587,34.676029,50.182034,115.904674,36.737882,53.568204,109.297884,30.881144,0.000000
40.15706,3.027461,26.899346,49.223464,4.706258,6.378505,55.500693,98.919949,35.082398,52.039722,108.086314,40.669755,55.275438,100.949737,34.772429,0.000000
