23.384231,19.71364,26.919024,19.676513,3.882043,2.75641,62.743375,90.183925,52.46308,73.054851,80.56745,54.39535,64.777927,96.162515,43.847672,0.000000 
22.03096,19.420344,25.75504,18.136233,3.975784,1.689512,57.768607,97.95818,50.324561,69.129307,87.626189,50.140714,59.98221,102.854465,39.5661,0.000000 
22.61982,18.018035,27.182175,15.775363,1.979809,2.046765,75.010145,81.939739,44.495294,82.679774,77.259843,48.021612,79.401391,88.643298,34.237487,0.000000 
23.282213,19.557455,28.460908,15.04171,2.019947,1.257409,71.831841,85.533984,43.692842,79.254183,79.755442,47.362374,74.475176,93.656954,33.719513,0.000000 
22.086003,18.359041,27.404188,16.353948,1.817882,0.606257,75.472042,79.193807,45.591716,81.914144,74.814664,49.569046,77.707078,87.854146,33.586657,0.000000 
24.774153,17.425515,22.23359,19.884771,2.410375,2.809786,39.453691,138.324392,34.514099,49.880591,127.618696,38.005915,55.319247,130.657134,37.886909,0.000000 
24.031416,18.517043,21.712172,21.050761,2.727,1.481612,39.485113,136.169703,30.380281,49.237956,128.110609,34.119942,55.765079,130.795441,36.775688,0.000000 
26.421454,6.756639,13.91019,15.668554,3.770784,1.853597,82.37068,73.795929,55.3451,91.14285,83.991489,50.383846,83.858191,88.449716,34.261688,0.000000 
26.125636,7.036696,13.244545,14.502985,2.828698,2.096758,84.067552,73.127746,56.91224,91.842016,84.527894,48.748972,84.149239,85.79092,35.039263,0.000000 
31.039365,5.637542,14.834749,16.610662,0.796421,3.415047,80.918133,81.518775,43.280959,90.067925,84.332669,40.499084,88.32648,76.657759,40.364394,0.000000 
31.830296,5.8274,15.103846,15.712038,1.398782,3.111051,85.071606,81.848157,40.495573,93.946189,84.541346,39.174635,92.71558,74.560754,40.60618,0.000000 
31.242879,5.424222,15.538025,16.194687,1.671905,3.088224,82.608824,79.835119,43.2706,92.102518,83.27556,41.296023,89.829804,76.230051,41.844639,0.000000 
30.81049,11.113465,21.300349,18.116549,4.71668,2.661165,61.295737,122.234022,42.938453,84.896885,108.823566,40.955358,70.590446,119.450968,37.217264,0.000000 
30.171023,10.231624,20.811278,18.244499,4.208646,2.486226,65.15411,111.561864,47.301604,84.110094,102.731174,45.101614,70.767641,113.030037,38.844672,0.000000 
26.360418,11.680645,20.62171,24.986045,2.286692,4.308111,46.809224,114.595308,42.677962,56.210272,105.937143,42.597903,53.968949,114.743119,41.723359,0.000000 
25.808596,11.964145,20.708219,25.064508,2.278066,4.310876,47.640868,114.3479,43.890428,57.777244,103.928322,43.116188,53.220835,115.475712,41.70575,0.000000 
26.073651,11.743574,21.313159,26.318592,2.358442,4.524985,49.076651,112.118436,44.041534,58.677686,102.82454,44.249877,54.185155,113.951021,41.767798,0.000000 
28.083757,0.94263,15.613174,19.284369,1.219074,0.313336,75.110419,77.826568,52.759426,85.862388,78.812401,52.477345,83.198009,80.922941,41.471943,0.000000 
27.473549,0.892553,14.698724,22.060086,3.117365,0.810236,68.886043,82.321222,52.774689,79.522244,81.225616,55.018597,76.536206,85.30947,43.140524,0.000000 
30.479151,2.140934,14.729639,19.456974,0.535443,0.545361,70.967293,84.13031,52.500884,83.839779,83.703873,52.888318,81.341329,84.950745,43.444214,0.000000 
35.588193,7.506778,15.631889,15.070595,2.767392,2.878847,74.617171,91.951852,47.525847,96.839661,85.361585,47.964713,97.8973,83.977746,40.488925,0.000000 
34.536719,7.503532,14.72059,15.688372,2.647801,2.156897,68.400887,97.059887,46.559248,90.606395,89.433971,47.04332,91.662343,88.685459,39.229065,0.000000 
29.210386,10.424581,16.691717,11.896726,1.3697,1.192461,83.090424,92.636586,34.844505,97.501574,90.555252,34.300221,98.346319,84.967605,31.567055,0.000000 
31.723853,11.525814,16.295724,12.594015,1.650691,2.27358,83.231077,91.944566,36.406299,100.706647,87.379796,36.530492,102.963202,83.031164,33.769648,0.000000 
31.107237,14.355749,27.161415,23.159626,6.540811,2.77427,62.118837,102.982694,54.591128,74.228979,101.08228,51.871773,67.5469,104.232526,46.34888,0.000000 
32.192935,13.481512,26.929326,23.445942,6.857742,2.903688,61.253544,107.516058,52.32303,75.143811,105.037765,49.433925,67.70508,109.025659,45.553857,0.000000 
33.414987,10.033733,22.44308,28.363388,3.442929,2.823152,52.971375,99.745197,52.945231,58.443845,96.313262,54.666906,58.759386,92.990763,46.889617,0.000000 
37.366852,13.281913,30.019814,28.662488,6.156119,2.550924,60.70252,89.390375,49.369835,76.063768,92.511403,50.054757,81.933758,77.582138,48.190713,0.000000 
37.349547,13.296887,30.801631,29.26972,5.6015,1.879198,61.414438,87.134484,51.320039,76.120532,91.798287,50.586823,80.746864,79.604655,47.523819,0.000000 
